operating_period_id,line_factory_id,product_id,order_id,shift_id,machine_state_id,operator_id,work_order_status_id,timestamp,planned_qty,produced_qty,scrap_qty,cycle_time_s,oee,availability,performance,quality,maintenance_type_id,maintenance_due_date,vibration_mm_s,temperature_c,pressure_bar,energy_kwh
975,0,2,1369,2,1,4,3,2025-11-06T15:15:00.000+01:00,72,61,2,27.25,0.844,1.0,0.876,0.964,1,2025-11-08,1.695,37.83,6.37,13.037
976,2,2,1718,2,1,18,3,2025-11-06T15:15:00.000+01:00,70,64,1,39.58,0.755,1.0,0.772,0.977,0,2025-11-20,1.967,40.8,6.34,10.967
977,1,2,1528,2,1,5,0,2025-11-06T15:15:00.000+01:00,71,71,0,32.81,0.86,1.0,0.86,1.0,1,2025-11-09,2.47,41.06,6.64,12.398
978,0,2,1636,2,1,5,3,2025-11-06T15:30:00.000+01:00,59,50,1,31.61,0.858,1.0,0.89,0.964,1,2025-11-07,1.913,38.82,6.47,10.966
979,2,2,428,2,0,19,1,2025-11-06T15:30:00.000+01:00,41,5,0,26.96,0.564,0.641,0.906,0.972,1,2025-11-13,1.408,35.24,5.42,5.962
980,1,0,1535,2,1,18,0,2025-11-06T15:30:00.000+01:00,42,43,0,29.81,0.771,1.0,0.778,0.991,2,2025-11-06,1.503,37.33,6.57,12.819
981,0,0,77,2,2,4,1,2025-11-06T15:45:00.000+01:00,71,29,0,28.37,0.362,0.377,0.99,0.971,1,2025-11-07,1.27,32.55,4.7,8.091
982,2,2,1948,2,1,1,0,2025-11-06T15:45:00.000+01:00,69,69,3,36.31,0.965,1.0,1.013,0.953,3,2025-11-08,2.316,35.56,6.75,10.855
983,1,2,1413,2,1,14,3,2025-11-06T15:45:00.000+01:00,42,40,1,35.46,0.824,1.0,0.845,0.975,1,2025-11-13,0.976,34.43,6.63,11.395
984,0,2,282,2,1,5,3,2025-11-06T16:00:00.000+01:00,51,45,0,34.92,1.0,1.0,1.095,1.0,1,2025-11-08,2.243,35.97,6.09,11.516
985,2,0,1509,2,2,19,1,2025-11-06T16:00:00.000+01:00,62,21,0,26.24,0.358,0.358,1.032,0.968,1,2025-11-06,0.994,35.11,5.34,7.295
986,1,0,466,2,1,11,3,2025-11-06T16:00:00.000+01:00,51,48,1,33.03,0.82,1.0,0.854,0.96,3,2025-11-09,2.034,41.57,6.39,10.809
987,0,0,15,2,1,0,3,2025-11-06T16:15:00.000+01:00,79,74,2,30.28,0.97,1.0,1.0,0.971,1,2025-11-09,2.588,35.81,6.74,11.227
988,2,0,1370,2,1,8,3,2025-11-06T16:15:00.000+01:00,74,64,3,30.36,0.811,1.0,0.857,0.946,0,2025-11-09,1.761,39.82,6.7,11.472
989,1,2,448,2,1,9,0,2025-11-06T16:15:00.000+01:00,56,58,0,31.49,0.691,1.0,0.703,0.984,1,2025-11-08,1.765,39.26,6.74,12.436
990,0,1,1121,2,1,5,3,2025-11-06T16:30:00.000+01:00,64,58,3,29.7,0.95,1.0,1.001,0.948,2,2025-11-08,2.151,40.62,6.58,12.877
991,2,2,1224,2,1,17,0,2025-11-06T16:30:00.000+01:00,73,73,1,34.43,0.785,1.0,0.798,0.984,2,2025-11-06,1.761,40.0,6.36,11.638
992,1,0,1032,2,4,13,3,2025-11-06T16:30:00.000+01:00,67,8,0,35.09,0.363,0.388,0.983,0.952,2,2025-11-07,1.834,33.24,5.29,5.027
993,0,1,1110,2,1,19,3,2025-11-06T16:45:00.000+01:00,45,43,2,42.93,0.717,1.0,0.759,0.946,2,2025-11-08,2.057,37.8,5.89,11.351
994,2,2,928,2,1,7,0,2025-11-06T16:45:00.000+01:00,47,48,1,29.6,0.921,1.0,0.947,0.973,1,2025-11-08,1.703,37.68,7.19,10.962
995,1,1,254,2,1,5,0,2025-11-06T16:45:00.000+01:00,49,50,0,31.23,0.92,1.0,0.936,0.982,0,2025-11-13,2.563,38.13,6.7,11.598
996,0,2,1162,2,1,3,0,2025-11-06T17:00:00.000+01:00,55,56,0,34.59,1.0,1.0,1.074,1.0,0,2025-11-06,1.919,42.14,6.61,11.377
997,2,0,1414,2,1,11,0,2025-11-06T17:00:00.000+01:00,51,52,1,38.39,1.0,1.0,1.076,0.966,0,2025-11-08,2.028,35.92,6.72,12.574
998,1,0,208,2,1,1,3,2025-11-06T17:00:00.000+01:00,46,44,2,37.86,0.815,1.0,0.858,0.95,0,2025-11-13,1.105,38.55,6.59,11.924
999,0,1,16,2,1,5,3,2025-11-06T17:15:00.000+01:00,65,56,1,35.58,0.829,1.0,0.853,0.972,2,2025-11-13,3.007,35.8,7.01,11.882
1000,2,1,860,2,1,3,0,2025-11-06T17:15:00.000+01:00,63,64,3,36.63,0.704,1.0,0.744,0.947,1,2025-11-08,2.703,39.35,6.5,11.902
1001,1,0,683,2,1,4,3,2025-11-06T17:15:00.000+01:00,46,42,0,29.59,0.753,1.0,0.764,0.987,3,2025-11-07,2.23,39.66,6.24,12.678
1002,0,0,714,2,1,7,0,2025-11-06T17:30:00.000+01:00,56,56,3,36.6,0.899,1.0,0.953,0.944,0,2025-11-06,2.696,36.24,6.49,11.684
1003,2,1,811,2,3,13,2,2025-11-06T17:30:00.000+01:00,66,1,0,44.79,0.523,0.615,0.887,0.958,0,2025-11-13,1.541,31.2,5.82,4.116
1004,1,2,88,2,1,4,3,2025-11-06T17:30:00.000+01:00,62,58,1,30.25,0.817,1.0,0.845,0.967,1,2025-11-13,2.349,38.85,6.31,11.145
1005,0,2,455,2,1,5,3,2025-11-06T17:45:00.000+01:00,77,66,2,28.03,0.959,1.0,1.005,0.955,2,2025-11-09,2.075,37.53,6.91,12.434
1006,2,2,823,2,1,2,3,2025-11-06T17:45:00.000+01:00,73,66,4,36.82,1.0,1.0,1.088,0.929,1,2025-11-13,2.315,38.08,6.64,11.176
1007,1,2,1536,2,1,5,0,2025-11-06T17:45:00.000+01:00,59,61,2,35.31,0.731,1.0,0.763,0.957,0,2025-11-07,2.187,38.79,6.45,11.756
1008,0,0,1676,2,3,17,2,2025-11-06T18:00:00.000+01:00,54,1,0,30.9,0.813,0.803,1.052,0.962,1,2025-11-07,1.759,34.48,5.11,3.809
1009,2,0,1053,2,1,0,3,2025-11-06T18:00:00.000+01:00,50,47,0,38.16,0.859,1.0,0.873,0.984,1,2025-11-08,1.768,38.75,5.91,12.431
1010,1,2,1851,2,4,10,3,2025-11-06T18:00:00.000+01:00,56,22,0,39.77,0.444,0.491,0.93,0.972,0,2025-11-13,0.891,31.25,5.1,5.407
1011,0,2,367,2,2,12,1,2025-11-06T18:15:00.000+01:00,52,21,1,28.81,0.67,0.895,0.803,0.931,0,2025-11-07,0.765,32.69,5.82,7.364
1012,2,1,240,2,1,2,3,2025-11-06T18:15:00.000+01:00,76,65,0,29.72,0.812,1.0,0.814,0.997,2,2025-11-07,2.269,41.52,6.1,11.068
1013,1,2,1529,2,1,3,3,2025-11-06T18:15:00.000+01:00,61,53,2,36.06,0.735,1.0,0.77,0.954,0,2025-11-09,1.575,35.63,6.49,12.315
1014,0,2,1299,2,4,0,3,2025-11-06T18:30:00.000+01:00,51,6,0,34.43,0.696,0.708,1.039,0.946,1,2025-11-09,1.468,29.02,5.03,5.203
1015,2,2,666,2,3,3,2,2025-11-06T18:30:00.000+01:00,56,3,0,25.57,0.73,0.898,0.872,0.932,0,2025-11-07,1.316,30.59,4.76,3.763
1016,1,2,1631,2,3,1,2,2025-11-06T18:30:00.000+01:00,42,1,0,41.85,0.861,0.785,1.097,1.0,0,2025-11-20,1.168,31.16,4.94,4.091
1017,0,0,78,2,1,19,3,2025-11-06T18:45:00.000+01:00,62,56,2,30.97,0.862,1.0,0.906,0.952,1,2025-11-07,2.641,37.05,6.66,11.775
1018,2,2,675,2,1,7,0,2025-11-06T18:45:00.000+01:00,47,47,1,31.48,0.713,1.0,0.735,0.969,0,2025-11-20,1.33,36.08,6.56,12.279
1019,1,1,1464,2,1,9,3,2025-11-06T18:45:00.000+01:00,49,47,2,32.95,1.0,1.0,1.064,0.947,1,2025-11-07,2.145,38.71,6.45,13.094
1020,0,2,1434,2,1,17,0,2025-11-06T19:00:00.000+01:00,67,69,3,31.21,0.913,1.0,0.959,0.952,1,2025-11-13,1.987,39.06,6.17,10.947
1021,2,0,1011,2,1,7,0,2025-11-06T19:00:00.000+01:00,40,40,2,28.63,0.695,1.0,0.739,0.94,2,2025-11-13,2.237,39.79,6.6,12.617
1022,1,2,1449,2,1,0,3,2025-11-06T19:00:00.000+01:00,75,69,3,26.53,1.0,1.0,1.084,0.954,0,2025-11-08,1.923,38.94,6.49,11.39
1023,0,0,1200,2,3,8,2,2025-11-06T19:15:00.000+01:00,65,1,0,34.04,0.372,0.402,0.973,0.951,1,2025-11-07,0.951,30.39,5.27,4.201
1024,2,2,148,2,1,10,3,2025-11-06T19:15:00.000+01:00,44,37,2,39.56,0.897,1.0,0.949,0.946,0,2025-11-13,2.441,37.21,6.78,12.625
1025,1,2,109,2,1,18,0,2025-11-06T19:15:00.000+01:00,62,64,1,37.59,0.883,1.0,0.902,0.979,1,2025-11-08,1.876,37.25,6.68,12.088
1026,0,2,1450,2,1,4,0,2025-11-06T19:30:00.000+01:00,50,51,2,38.33,0.769,1.0,0.806,0.954,2,2025-11-08,2.037,40.38,6.36,11.78
1027,2,2,496,2,0,0,1,2025-11-06T19:30:00.000+01:00,63,3,0,27.77,0.327,0.32,1.074,0.951,1,2025-11-13,1.384,33.82,5.34,5.577
1028,1,0,73,2,0,10,1,2025-11-06T19:30:00.000+01:00,43,3,0,40.88,0.512,0.532,1.007,0.956,2,2025-11-13,1.877,32.84,4.99,6.574
1029,0,2,17,2,4,0,3,2025-11-06T19:45:00.000+01:00,76,23,0,43.24,0.712,0.837,0.88,0.968,2,2025-11-07,0.67,27.97,5.0,5.377
1030,2,0,99,2,3,11,2,2025-11-06T19:45:00.000+01:00,52,7,0,31.28,0.47,0.62,0.78,0.972,1,2025-11-13,1.234,26.47,5.48,4.169
1031,1,0,395,2,2,16,1,2025-11-06T19:45:00.000+01:00,68,15,1,41.49,0.305,0.351,0.933,0.933,0,2025-11-07,0.186,31.65,5.34,8.224
1032,0,1,1300,2,1,7,3,2025-11-06T20:00:00.000+01:00,72,67,0,42.49,1.0,1.0,1.053,1.0,0,2025-11-08,2.296,38.16,6.41,11.346
1033,2,2,1305,2,1,8,3,2025-11-06T20:00:00.000+01:00,63,61,3,28.33,0.774,1.0,0.828,0.935,0,2025-11-09,1.722,39.7,6.82,11.837
1034,1,1,1799,2,1,13,0,2025-11-06T20:00:00.000+01:00,57,59,2,26.33,0.84,1.0,0.873,0.962,3,2025-11-13,2.709,38.73,5.95,12.456
1035,0,0,621,2,0,5,1,2025-11-06T20:15:00.000+01:00,72,4,0,35.27,0.368,0.415,0.926,0.958,0,2025-11-07,0.771,31.95,5.17,5.927
1036,2,1,785,2,1,12,3,2025-11-06T20:15:00.000+01:00,58,50,4,41.38,0.777,1.0,0.845,0.919,0,2025-11-09,1.768,36.95,6.13,11.266
1037,1,0,704,2,1,8,3,2025-11-06T20:15:00.000+01:00,52,46,2,33.0,0.748,1.0,0.784,0.955,1,2025-11-08,1.848,35.79,6.2,12.432
1038,0,0,198,2,1,0,3,2025-11-06T20:30:00.000+01:00,43,37,0,43.53,1.0,1.0,1.026,0.986,1,2025-11-07,1.924,37.51,6.35,12.588
1039,2,1,1949,2,2,10,1,2025-11-06T20:30:00.000+01:00,41,9,0,31.12,0.45,0.565,0.821,0.969,0,2025-11-13,1.479,30.38,5.22,7.328
1040,1,0,1083,2,1,7,3,2025-11-06T20:30:00.000+01:00,41,38,2,27.98,0.784,1.0,0.838,0.935,2,2025-11-08,1.91,39.15,6.38,10.903
1041,0,0,1379,2,1,2,3,2025-11-06T20:45:00.000+01:00,54,48,1,35.2,1.0,1.0,1.061,0.959,0,2025-11-13,2.84,36.9,6.75,10.996
1042,2,2,1163,2,0,1,1,2025-11-06T20:45:00.000+01:00,49,5,0,34.36,0.461,0.439,1.074,0.978,0,2025-11-07,1.397,29.22,4.94,6.356
1043,1,0,1044,2,1,5,3,2025-11-06T20:45:00.000+01:00,71,61,3,33.64,0.803,1.0,0.855,0.938,0,2025-11-08,2.261,39.38,6.29,13.104
1044,0,0,723,2,1,16,0,2025-11-06T21:00:00.000+01:00,48,49,2,30.35,0.997,1.0,1.056,0.944,1,2025-11-09,2.143,39.44,6.2,12.653
1045,2,2,1012,2,1,19,3,2025-11-06T21:00:00.000+01:00,56,51,0,37.96,0.967,1.0,0.984,0.983,1,2025-11-09,2.383,35.52,7.02,12.326
1046,1,2,209,2,1,9,3,2025-11-06T21:00:00.000+01:00,65,62,1,34.15,0.727,1.0,0.746,0.975,1,2025-11-13,1.494,39.03,6.05,12.248
1047,0,0,1518,2,1,11,3,2025-11-06T21:15:00.000+01:00,66,56,3,44.0,1.0,1.0,1.094,0.936,0,2025-11-13,2.045,34.91,6.48,12.879
1048,2,1,1301,2,0,12,1,2025-11-06T21:15:00.000+01:00,79,14,0,39.53,0.509,0.519,1.018,0.963,1,2025-11-07,2.444,33.71,5.39,5.596
1049,1,2,1442,2,1,7,3,2025-11-06T21:15:00.000+01:00,46,45,1,31.34,1.0,1.0,1.059,0.965,3,2025-11-13,1.852,39.18,6.52,10.877
1050,0,2,1705,2,4,7,3,2025-11-06T21:30:00.000+01:00,58,14,0,27.71,0.531,0.543,1.024,0.955,0,2025-11-07,0.864,31.4,5.12,5.575
1051,2,1,1677,2,4,15,3,2025-11-06T21:30:00.000+01:00,43,16,1,39.05,0.851,0.947,0.964,0.933,0,2025-11-07,1.046,29.11,4.98,5.823
1052,1,1,1598,2,1,12,3,2025-11-06T21:30:00.000+01:00,43,40,1,33.11,0.906,1.0,0.951,0.952,1,2025-11-06,2.893,36.42,7.05,12.648
1053,0,0,429,2,2,14,1,2025-11-06T21:45:00.000+01:00,43,12,0,31.86,0.281,0.346,0.833,0.975,1,2025-11-20,1.293,35.08,5.17,7.937
1054,2,2,1867,2,1,2,0,2025-11-06T21:45:00.000+01:00,53,55,1,41.88,0.992,1.0,1.027,0.966,1,2025-11-20,1.543,35.86,6.21,13.167
1055,1,0,396,2,1,1,3,2025-11-06T21:45:00.000+01:00,46,39,1,26.78,0.811,1.0,0.84,0.966,1,2025-11-20,2.16,37.35,6.0,12.987
1056,0,1,358,0,1,15,0,2025-11-06T22:00:00.000+01:00,59,60,3,28.0,0.785,1.0,0.832,0.943,0,2025-11-13,2.2,39.6,6.27,11.129
1057,2,2,1510,0,1,12,3,2025-11-06T22:00:00.000+01:00,57,56,1,39.96,0.755,1.0,0.776,0.974,0,2025-11-13,1.483,39.15,6.3,11.178
1058,1,1,346,0,1,11,3,2025-11-06T22:00:00.000+01:00,74,65,3,34.96,0.831,1.0,0.882,0.942,0,2025-11-09,1.3,34.46,6.94,10.822
1059,0,0,507,0,1,17,3,2025-11-06T22:15:00.000+01:00,68,66,3,37.16,0.895,1.0,0.95,0.943,1,2025-11-13,1.993,37.98,6.67,11.854
1060,2,2,1615,0,4,14,3,2025-11-06T22:15:00.000+01:00,49,9,0,39.95,0.711,0.786,0.907,0.998,1,2025-11-06,1.205,30.71,5.05,5.673
1061,1,0,1224,0,1,17,3,2025-11-06T22:15:00.000+01:00,79,69,1,40.54,0.996,1.0,1.015,0.982,2,2025-11-09,2.253,40.51,6.64,12.297
1062,0,2,622,0,1,19,3,2025-11-06T22:30:00.000+01:00,41,35,2,44.33,0.768,1.0,0.839,0.915,0,2025-11-07,1.941,39.63,6.85,13.179
1063,2,1,1587,0,1,6,0,2025-11-06T22:30:00.000+01:00,60,61,2,30.12,0.993,1.0,1.041,0.954,1,2025-11-13,2.129,38.33,6.04,12.641
1064,1,0,347,0,1,2,0,2025-11-06T22:30:00.000+01:00,50,50,1,44.35,0.984,1.0,1.024,0.961,1,2025-11-06,2.723,39.01,6.59,10.986
1065,0,1,182,0,3,7,2,2025-11-06T22:45:00.000+01:00,47,5,0,42.24,0.72,0.701,1.071,0.96,2,2025-11-07,1.592,28.97,5.17,4.0
1066,2,2,456,0,4,3,3,2025-11-06T22:45:00.000+01:00,70,27,1,30.9,0.371,0.387,1.009,0.95,0,2025-11-09,0.839,30.68,4.98,5.189
1067,1,2,4,0,1,17,0,2025-11-06T22:45:00.000+01:00,61,63,3,31.77,0.965,1.0,1.018,0.948,3,2025-11-06,1.942,36.22,6.83,12.696
1068,0,2,1767,0,1,9,0,2025-11-06T23:00:00.000+01:00,66,68,2,39.73,1.0,1.0,1.087,0.961,2,2025-11-13,2.29,38.45,7.02,11.076
1069,2,1,1950,0,1,18,3,2025-11-06T23:00:00.000+01:00,49,42,1,32.41,0.75,1.0,0.785,0.955,2,2025-11-13,1.832,37.55,7.32,10.891
1070,1,2,234,0,1,8,0,2025-11-06T23:00:00.000+01:00,65,67,0,38.23,0.884,1.0,0.884,1.0,1,2025-11-09,1.956,38.68,6.44,11.69
1071,0,0,1451,0,1,11,3,2025-11-06T23:15:00.000+01:00,40,39,2,32.17,0.664,1.0,0.704,0.944,1,2025-11-06,2.054,36.53,6.77,12.629
1072,2,0,553,0,1,0,0,2025-11-06T23:15:00.000+01:00,54,54,1,39.61,0.796,1.0,0.82,0.97,0,2025-11-07,2.027,38.08,6.4,12.181
1073,1,2,1719,0,1,0,0,2025-11-06T23:15:00.000+01:00,45,46,3,39.33,0.777,1.0,0.84,0.925,0,2025-11-08,1.242,35.53,6.39,12.562
1074,0,2,1706,0,1,1,0,2025-11-06T23:30:00.000+01:00,74,75,2,27.23,0.718,1.0,0.747,0.962,1,2025-11-07,1.786,42.13,6.68,13.077
1075,2,0,1348,0,1,10,3,2025-11-06T23:30:00.000+01:00,77,73,4,34.14,0.682,1.0,0.727,0.938,1,2025-11-08,1.683,36.97,6.89,12.438
1076,1,0,1902,0,1,12,3,2025-11-06T23:30:00.000+01:00,55,50,2,43.18,1.0,1.0,1.065,0.954,0,2025-11-07,2.005,38.42,6.74,11.075
1077,0,0,654,0,1,1,3,2025-11-06T23:45:00.000+01:00,49,43,1,35.35,0.698,1.0,0.72,0.969,3,2025-11-13,1.839,43.21,6.77,12.916
1078,2,2,1349,0,1,13,0,2025-11-06T23:45:00.000+01:00,60,62,2,29.87,0.773,1.0,0.803,0.964,0,2025-11-07,2.0,38.23,7.12,12.999
1079,1,2,786,0,1,4,0,2025-11-06T23:45:00.000+01:00,43,43,1,25.3,1.0,1.0,1.059,0.964,3,2025-11-08,1.661,35.81,6.28,12.065
1080,0,2,368,0,1,2,0,2025-11-07T00:00:00.000+01:00,74,75,1,28.49,0.935,1.0,0.952,0.982,1,2025-11-09,1.745,35.59,6.55,12.346
1081,2,2,970,0,1,3,3,2025-11-07T00:00:00.000+01:00,72,63,6,43.9,0.788,1.0,0.88,0.895,0,2025-11-07,2.867,41.32,6.38,12.599
1082,1,2,508,0,1,9,3,2025-11-07T00:00:00.000+01:00,68,60,4,33.16,0.8,1.0,0.864,0.926,1,2025-11-10,1.997,44.98,6.56,11.562
1083,0,2,1831,0,1,11,3,2025-11-07T00:15:00.000+01:00,70,66,2,32.28,0.938,1.0,0.981,0.956,1,2025-11-21,1.88,42.29,5.76,12.438
1084,2,0,1786,0,1,18,3,2025-11-07T00:15:00.000+01:00,71,63,1,40.02,0.698,1.0,0.715,0.976,1,2025-11-10,1.808,38.55,6.39,12.718
1085,1,0,1322,0,1,18,0,2025-11-07T00:15:00.000+01:00,55,55,3,44.43,0.822,1.0,0.87,0.945,0,2025-11-14,2.592,37.76,6.34,11.355
1086,0,2,1096,0,1,9,3,2025-11-07T00:30:00.000+01:00,70,60,3,42.94,0.722,1.0,0.76,0.949,2,2025-11-14,1.868,39.93,5.94,11.731
1087,2,2,271,0,1,4,3,2025-11-07T00:30:00.000+01:00,64,61,2,44.63,0.858,1.0,0.897,0.957,1,2025-11-14,2.409,39.03,7.16,13.052
1088,1,0,110,0,3,16,2,2025-11-07T00:30:00.000+01:00,62,2,0,29.67,0.619,0.718,0.882,0.979,1,2025-11-14,1.086,30.74,5.27,4.043
1089,0,2,1755,0,4,13,3,2025-11-07T00:45:00.000+01:00,75,13,0,38.77,0.463,0.589,0.834,0.941,0,2025-11-09,1.539,33.97,5.13,5.463
1090,2,0,127,0,1,1,3,2025-11-07T00:45:00.000+01:00,60,53,3,30.43,0.912,1.0,0.973,0.936,1,2025-11-10,1.608,39.97,6.34,13.151
1091,1,2,941,0,1,3,0,2025-11-07T00:45:00.000+01:00,45,45,2,37.85,0.758,1.0,0.8,0.948,1,2025-11-08,1.411,37.8,6.89,12.018
1092,0,1,1174,0,1,5,3,2025-11-07T01:00:00.000+01:00,55,49,0,36.96,0.988,1.0,1.002,0.986,0,2025-11-14,2.383,37.25,6.41,12.513
1093,2,0,1572,0,3,6,2,2025-11-07T01:00:00.000+01:00,69,10,0,33.14,0.43,0.508,0.885,0.957,1,2025-11-07,1.048,33.01,5.48,3.717
1094,1,2,568,0,1,14,0,2025-11-07T01:00:00.000+01:00,63,65,3,44.83,0.678,1.0,0.718,0.945,0,2025-11-21,1.128,40.47,6.18,11.362
1095,0,2,1745,0,3,10,2,2025-11-07T01:15:00.000+01:00,75,6,0,37.7,0.444,0.454,1.05,0.932,1,2025-11-21,1.381,33.77,5.35,4.186
1096,2,2,1879,0,1,9,3,2025-11-07T01:15:00.000+01:00,72,66,0,32.22,1.0,1.0,1.032,0.992,2,2025-11-14,1.885,36.73,6.49,13.111
1097,1,0,162,0,3,4,2,2025-11-07T01:15:00.000+01:00,77,11,0,32.91,0.24,0.317,0.79,0.96,1,2025-11-07,1.078,32.32,5.21,4.356
1098,0,2,187,0,1,7,3,2025-11-07T01:30:00.000+01:00,69,65,2,37.01,0.681,1.0,0.703,0.969,1,2025-11-09,2.05,40.33,6.66,11.637
1099,2,0,188,0,3,1,2,2025-11-07T01:30:00.000+01:00,49,0,0,39.74,0.685,0.883,0.829,0.936,1,2025-11-09,1.627,31.24,5.48,3.671
1100,1,1,918,0,1,11,3,2025-11-07T01:30:00.000+01:00,76,66,2,32.7,0.755,1.0,0.784,0.962,3,2025-11-10,1.824,35.69,6.61,12.603
1101,0,2,163,0,3,0,2,2025-11-07T01:45:00.000+01:00,51,5,0,43.06,0.885,0.88,1.023,0.983,0,2025-11-07,1.226,29.68,5.07,4.255
1102,2,2,248,0,1,12,3,2025-11-07T01:45:00.000+01:00,75,70,3,30.25,0.736,1.0,0.769,0.957,1,2025-11-10,2.231,37.75,6.5,10.843
1103,1,2,249,0,1,13,0,2025-11-07T01:45:00.000+01:00,65,66,2,43.98,0.907,1.0,0.939,0.965,1,2025-11-14,1.465,34.48,6.27,11.131
1104,0,2,695,0,1,15,3,2025-11-07T02:00:00.000+01:00,47,42,1,28.84,0.781,1.0,0.806,0.968,0,2025-11-09,2.818,35.0,6.2,11.722
1105,2,2,1588,0,1,8,3,2025-11-07T02:00:00.000+01:00,52,45,2,42.05,0.762,1.0,0.813,0.937,1,2025-11-09,1.359,36.62,6.03,12.924
1106,1,1,696,0,1,8,3,2025-11-07T02:00:00.000+01:00,44,38,1,44.93,0.767,1.0,0.793,0.968,2,2025-11-21,2.028,39.73,6.02,11.471
1107,0,1,554,0,1,1,3,2025-11-07T02:15:00.000+01:00,63,60,2,32.45,0.794,1.0,0.833,0.953,0,2025-11-09,2.433,35.85,6.48,13.036
1108,2,2,705,0,1,0,3,2025-11-07T02:15:00.000+01:00,69,68,3,38.31,0.997,1.0,1.058,0.942,0,2025-11-14,1.551,38.93,5.96,12.445
1109,1,0,984,0,1,10,3,2025-11-07T02:15:00.000+01:00,66,58,3,34.63,0.944,1.0,1.0,0.943,2,2025-11-08,2.067,37.3,6.22,11.477
1110,0,2,555,0,0,9,1,2025-11-07T02:30:00.000+01:00,57,8,0,38.03,0.274,0.328,0.876,0.952,3,2025-11-14,0.622,30.77,5.68,6.192
1111,2,2,210,0,1,1,0,2025-11-07T02:30:00.000+01:00,66,68,2,38.67,0.934,1.0,0.966,0.967,2,2025-11-07,1.903,38.81,6.39,11.454
1112,1,2,1983,0,2,13,1,2025-11-07T02:30:00.000+01:00,70,29,2,28.28,0.266,0.346,0.828,0.929,1,2025-11-08,1.638,32.87,5.48,7.958
1113,0,0,1880,0,1,15,0,2025-11-07T02:45:00.000+01:00,60,61,4,26.57,0.658,1.0,0.708,0.93,1,2025-11-10,2.215,36.1,6.29,11.69
1114,2,0,1323,0,1,0,0,2025-11-07T02:45:00.000+01:00,45,45,1,38.72,0.934,1.0,0.961,0.972,1,2025-11-10,2.086,36.24,5.73,11.797
1115,1,2,591,0,0,1,1,2025-11-07T02:45:00.000+01:00,53,9,0,33.16,0.675,0.824,0.872,0.938,0,2025-11-21,0.695,28.15,4.61,6.241
1116,0,2,311,0,2,18,1,2025-11-07T03:00:00.000+01:00,49,15,1,28.41,0.829,0.854,1.047,0.927,1,2025-11-08,1.874,34.6,5.5,8.278
1117,2,0,1935,0,1,1,3,2025-11-07T03:00:00.000+01:00,55,48,2,43.18,0.68,1.0,0.712,0.955,2,2025-11-21,2.448,37.45,6.63,11.628
1118,1,2,602,0,1,13,3,2025-11-07T03:00:00.000+01:00,69,67,1,34.33,0.82,1.0,0.835,0.982,1,2025-11-09,2.145,39.69,6.48,12.286
1119,0,2,1951,0,1,4,3,2025-11-07T03:15:00.000+01:00,61,56,2,34.15,0.859,1.0,0.9,0.955,1,2025-11-09,1.858,37.95,7.08,12.382
1120,2,1,919,0,1,8,0,2025-11-07T03:15:00.000+01:00,50,50,1,33.74,0.823,1.0,0.857,0.96,1,2025-11-14,2.114,42.2,7.08,11.999
1121,1,2,644,0,1,7,0,2025-11-07T03:15:00.000+01:00,47,48,2,36.58,1.0,1.0,1.093,0.953,1,2025-11-10,1.409,38.21,6.53,11.802
1122,0,0,1664,0,1,14,3,2025-11-07T03:30:00.000+01:00,50,46,1,43.22,0.796,1.0,0.829,0.96,1,2025-11-14,2.146,37.65,6.39,11.823
1123,2,0,592,0,1,9,3,2025-11-07T03:30:00.000+01:00,74,72,5,42.87,0.866,1.0,0.945,0.917,0,2025-11-07,3.511,40.88,6.22,11.078
1124,1,1,1131,0,1,2,3,2025-11-07T03:30:00.000+01:00,66,58,2,36.12,0.807,1.0,0.842,0.959,1,2025-11-21,2.012,37.79,6.35,12.809
1125,0,0,442,0,1,4,0,2025-11-07T03:45:00.000+01:00,58,59,1,34.45,1.0,1.0,1.058,0.975,1,2025-11-21,1.556,35.38,6.98,12.433
1126,2,0,1936,0,1,5,3,2025-11-07T03:45:00.000+01:00,42,40,1,42.77,1.0,1.0,1.096,0.959,1,2025-11-14,2.154,35.51,6.65,12.165
1127,1,2,731,0,1,13,0,2025-11-07T03:45:00.000+01:00,58,58,1,27.86,0.809,1.0,0.832,0.972,0,2025-11-08,2.695,38.23,6.95,12.19
1128,0,2,929,0,1,4,3,2025-11-07T04:00:00.000+01:00,47,45,2,32.11,0.818,1.0,0.874,0.936,1,2025-11-09,1.914,41.05,6.43,11.426
1129,2,2,1273,0,1,2,3,2025-11-07T04:00:00.000+01:00,73,64,3,36.52,0.985,1.0,1.04,0.946,2,2025-11-10,2.369,42.76,6.24,11.172
1130,1,2,1707,0,1,0,3,2025-11-07T04:00:00.000+01:00,42,41,0,28.62,0.822,1.0,0.828,0.993,1,2025-11-07,1.839,35.89,6.43,13.156
1131,0,2,1909,0,4,10,3,2025-11-07T04:15:00.000+01:00,73,15,1,41.41,0.639,0.895,0.77,0.928,2,2025-11-14,0.958,28.66,5.09,5.932
1132,2,0,85,0,1,13,3,2025-11-07T04:15:00.000+01:00,77,66,3,35.73,0.774,1.0,0.812,0.953,2,2025-11-10,1.442,38.11,5.65,11.191
